timestamp,bar_index,trigger,zone_kind,source,zone_id,zone_top,zone_bottom,zone_delta,zone_age_bars,zone_pct,touches_count,label_bounce,label_break,label_bounce_bars,label_break_bars
2024-02-06 01:00:00,7,E5,supply,fvg,fvg:supply:3,2045.300048828125,2044.5,,4,,0,0,1,3,3
2024-02-06 13:00:00,10,E5,supply,fvg,fvg:supply:2,2050.10009765625,2048.300048828125,,8,,0,0,1,6,6
2024-02-07 05:00:00,14,E5,demand,fvg,fvg:demand:11,2048.300048828125,2044.0,,3,,0,0,1,7,8
2024-02-08 17:00:00,23,E4,supply,ob_internal,ob_internal:supply:20,2061.300048828125,2048.0,,3,,0,0,0,10,10
2024-02-11 21:00:00,31,E5,supply,fvg,fvg:supply:29,2043.0,2040.699951171875,,2,,0,1,0,4,4
2024-02-13 13:00:00,41,E5,demand,fvg,fvg:demand:40,2038.5999755859373,2034.699951171875,,1,,0,0,1,4,1
2024-02-15 09:00:00,52,E5,supply,fvg,fvg:supply:42,2038.5999755859373,2009.0,,10,,0,0,0,1,10
2024-02-16 13:00:00,59,E5,demand,fvg,fvg:demand:54,2011.699951171875,2010.699951171875,,5,,0,1,0,6,6
2024-02-20 09:00:00,65,E1,supply,sd,sd:supply:43,2053.481800426136,2038.5999755859373,-165253.0,22,52.7,0,0,0,10,10
2024-02-20 17:00:00,67,E5,demand,fvg,fvg:demand:66,2036.800048828125,2034.300048828125,,1,,0,0,0,10,10
2024-02-21 01:00:00,69,E5,supply,fvg,fvg:supply:68,2036.800048828125,2036.300048828125,,1,,0,0,1,10,1
2024-02-21 09:00:00,71,E5,demand,fvg,fvg:demand:70,2037.0999755859373,2036.300048828125,,1,,0,0,1,1,7
2024-02-22 01:00:00,75,E1,supply,sd,sd:supply:43,2053.481800426136,2038.5999755859373,-165253.0,32,52.7,1,0,0,1,8
2024-02-22 09:00:00,77,E5,demand,fvg,fvg:demand:76,2038.0999755859373,2037.0,,1,,0,0,1,1,1
2024-02-22 21:00:00,80,E5,supply,fvg,fvg:supply:79,2037.0999755859373,2034.699951171875,,1,,0,0,1,4,4
2024-02-23 05:00:00,82,E5,demand,fvg,fvg:demand:63,2028.0999755859373,2026.0,,19,,0,1,0,2,2
2024-02-23 13:00:00,84,E4,supply,ob_internal,ob_internal:supply:20,2061.300048828125,2048.0,,64,,1,1,0,7,7
2024-02-23 13:00:00,84,E4,supply,ob_swing,ob_swing:supply:35,2061.300048828125,2048.0,,49,,0,1,0,7,7
2024-02-23 21:00:00,86,E5,demand,fvg,fvg:demand:85,2045.9000244140625,2038.300048828125,,1,,0,0,0,5,10
2024-02-26 05:00:00,89,E5,supply,fvg,fvg:supply:87,2045.9000244140625,2044.9000244140625,,2,,0,0,0,10,10
2024-02-26 05:00:00,89,E5,supply,fvg,fvg:supply:88,2045.199951171875,2043.9000244140625,,1,,0,0,0,10,10
2024-02-26 13:00:00,91,E4,demand,ob_internal,ob_internal:demand:84,2038.300048828125,2025.4000244140625,,7,,0,0,0,10,10
2024-02-26 17:00:00,92,E1,supply,sd,sd:supply:43,2053.481800426136,2038.5999755859373,-165253.0,49,52.7,2,0,0,3,10
2024-02-28 01:00:00,100,E5,supply,fvg,fvg:supply:99,2041.0999755859373,2040.0999755859373,,1,,0,0,1,3,3
2024-02-28 05:00:00,101,E4,demand,ob_internal,ob_internal:demand:84,2038.300048828125,2025.4000244140625,,17,,1,1,0,2,2
2024-02-28 09:00:00,102,E1,supply,sd,sd:supply:43,2053.481800426136,2038.5999755859373,-165253.0,59,52.7,3,0,1,1,7
2024-02-29 09:00:00,108,E2,demand,sd,sd:demand:104,2040.9000244140625,2027.5857386997768,101194.0,4,24.4,0,1,0,1,1
2024-02-29 09:00:00,108,E5,demand,fvg,fvg:demand:104,2040.0999755859373,2039.5,,4,,0,1,0,1,1
2024-02-29 13:00:00,109,E4,supply,ob_internal,ob_internal:supply:20,2061.300048828125,2048.0,,89,,2,0,1,5,6
2024-02-29 13:00:00,109,E4,supply,ob_swing,ob_swing:supply:35,2061.300048828125,2048.0,,74,,1,0,1,5,6
2024-02-29 21:00:00,111,E5,demand,fvg,fvg:demand:110,2051.800048828125,2045.9000244140625,,1,,0,1,0,3,3
2024-03-03 21:00:00,118,E5,demand,fvg,fvg:demand:117,2091.699951171875,2090.800048828125,,1,,0,1,0,4,4
2024-03-04 01:00:00,119,E5,demand,fvg,fvg:demand:116,2088.699951171875,2066.10009765625,,3,,0,1,0,3,3
2024-03-04 21:00:00,124,E5,demand,fvg,fvg:demand:123,2122.0,2094.39990234375,,1,,0,1,0,4,4
2024-03-05 21:00:00,130,E5,demand,fvg,fvg:demand:129,2136.0,2135.800048828125,,1,,0,1,0,4,4
2024-03-08 13:00:00,146,E5,demand,fvg,fvg:demand:145,2171.5,2168.89990234375,,1,,0,0,0,1,10
2024-03-12 09:00:00,158,E2,demand,sd,sd:demand:146,2168.89990234375,2153.569284452062,188022.0,12,30.4,0,0,0,1,10
2024-03-12 09:00:00,158,E5,supply,fvg,fvg:supply:157,2186.300048828125,2185.39990234375,,1,,0,0,0,10,10
2024-03-13 13:00:00,165,E5,supply,fvg,fvg:supply:159,2179.199951171875,2175.699951171875,,6,,0,1,0,6,6
2024-03-13 17:00:00,166,E1,supply,sd,sd:supply:159,2199.21990814209,2183.39990234375,-240019.0,7,28.0,0,1,0,5,5
2024-03-14 01:00:00,168,E5,demand,fvg,fvg:demand:166,2177.0,2171.699951171875,,2,,0,0,1,2,3
2024-03-14 09:00:00,170,E2,demand,sd,sd:demand:166,2166.89990234375,2151.0232518361713,163590.0,4,16.0,0,0,0,1,10
2024-03-14 09:00:00,170,E2,demand,sd,sd:demand:146,2168.89990234375,2153.569284452062,188022.0,24,18.4,1,0,0,1,10
2024-03-14 09:00:00,170,E5,supply,fvg,fvg:supply:169,2178.300048828125,2176.10009765625,,1,,0,0,0,6,10
2024-03-15 05:00:00,175,E5,supply,fvg,fvg:supply:171,2171.60009765625,2171.5,,4,,0,1,0,4,4
2024-03-15 09:00:00,176,E5,demand,fvg,fvg:demand:175,2167.60009765625,2167.10009765625,,1,,0,0,1,3,3
2024-03-18 09:00:00,182,E4,supply,ob_internal,ob_internal:supply:180,2176.89990234375,2161.39990234375,,2,,0,0,0,10,10
2024-03-19 05:00:00,187,E2,demand,sd,sd:demand:183,2159.89990234375,2144.032506528108,140976.0,4,14.7,0,1,0,9,9
2024-03-19 05:00:00,187,E5,demand,fvg,fvg:demand:183,2158.0,2157.89990234375,,4,,0,1,0,9,9
2024-03-20 13:00:00,195,E1,supply,sd,sd:supply:178,2183.439208984375,2167.60009765625,-148728.0,17,15.5,0,0,1,1,1
2024-03-20 13:00:00,195,E5,supply,fvg,fvg:supply:194,2159.60009765625,2159.0,,1,,0,0,1,1,1
2024-03-20 17:00:00,196,E1,supply,sd,sd:supply:159,2199.21990814209,2183.39990234375,-240019.0,37,25.0,1,0,1,1,1
2024-03-21 05:00:00,199,E5,demand,fvg,fvg:demand:198,2200.199951171875,2192.199951171875,,1,,0,0,1,2,2
2024-03-21 13:00:00,201,E5,demand,fvg,fvg:demand:197,2190.0,2168.199951171875,,4,,0,0,0,4,10
2024-03-21 21:00:00,203,E5,supply,fvg,fvg:supply:202,2201.800048828125,2186.300048828125,,1,,0,1,0,5,5
2024-03-22 09:00:00,206,E5,supply,fvg,fvg:supply:205,2182.800048828125,2177.60009765625,,1,,0,0,0,10,10
2024-03-22 17:00:00,208,E2,demand,sd,sd:demand:197,2159.0,2142.7424230093907,178004.0,11,23.8,0,1,0,10,10
2024-03-22 17:00:00,208,E2,demand,sd,sd:demand:183,2159.89990234375,2144.032506528108,140976.0,25,18.8,1,1,0,10,10
2024-03-22 17:00:00,208,E5,demand,fvg,fvg:demand:196,2159.800048828125,2159.0,,12,,0,1,0,10,10
2024-03-25 17:00:00,214,E5,demand,fvg,fvg:demand:213,2174.0,2172.10009765625,,1,,0,1,0,4,4
2024-03-26 13:00:00,219,E5,demand,fvg,fvg:demand:218,2178.800048828125,2174.699951171875,,1,,0,1,0,4,4
2024-04-01 09:00:00,236,E5,demand,fvg,fvg:demand:234,2270.5,2256.89990234375,,2,,0,0,0,1,10
2024-04-01 13:00:00,237,E5,demand,fvg,fvg:demand:233,2255.5,2246.800048828125,,4,,0,1,0,7,7
2024-04-01 17:00:00,238,E1,supply,sd,sd:supply:237,2291.107009277344,2270.5,-140686.0,1,16.9,0,0,0,5,10
2024-04-03 01:00:00,246,E5,demand,fvg,fvg:demand:245,2298.10009765625,2297.89990234375,,1,,0,0,0,2,10
2024-04-03 09:00:00,248,E2,demand,sd,sd:demand:245,2287.5,2266.4849951171873,163870.0,3,21.7,0,0,0,10,10
2024-04-03 13:00:00,249,E5,supply,fvg,fvg:supply:248,2296.800048828125,2295.5,,1,,0,0,1,10,1
2024-04-04 05:00:00,253,E5,demand,fvg,fvg:demand:251,2316.199951171875,2316.0,,2,,0,0,1,5,3
2024-04-04 09:00:00,254,E5,demand,fvg,fvg:demand:250,2309.39990234375,2295.5,,4,,0,0,0,4,7
2024-04-04 13:00:00,255,E5,supply,fvg,fvg:supply:254,2317.199951171875,2314.60009765625,,1,,0,0,1,1,6
2024-04-04 17:00:00,256,E1,supply,sd,sd:supply:255,2337.8789599609377,2316.199951171875,-142534.0,1,15.9,0,0,1,5,8
2024-04-05 01:00:00,258,E2,demand,sd,sd:demand:245,2287.5,2266.4849951171873,163870.0,13,18.2,1,1,0,3,3
2024-04-07 21:00:00,263,E5,demand,fvg,fvg:demand:262,2339.699951171875,2315.699951171875,,1,,0,1,0,1,1
2024-04-08 09:00:00,266,E5,demand,fvg,fvg:demand:265,2350.39990234375,2348.10009765625,,1,,0,0,0,10,10
2024-04-09 13:00:00,273,E5,demand,fvg,fvg:demand:271,2361.5,2360.5,,2,,0,0,1,6,6
2024-04-10 09:00:00,278,E5,demand,fvg,fvg:demand:269,2355.699951171875,2354.800048828125,,9,,0,0,1,1,1
2024-04-10 17:00:00,280,E1,supply,sd,sd:supply:279,2387.723916015625,2362.89990234375,-251100.0,1,24.2,0,0,1,6,8
2024-04-10 17:00:00,280,E4,demand,ob_internal,ob_internal:demand:271,2354.800048828125,2336.800048828125,,9,,0,1,0,6,6
2024-04-12 13:00:00,291,E5,demand,fvg,fvg:demand:287,2388.60009765625,2368.5,,4,,0,0,1,1,6
2024-04-12 13:00:00,291,E5,demand,fvg,fvg:demand:288,2396.10009765625,2395.60009765625,,3,,0,0,1,1,1
2024-04-12 13:00:00,291,E5,demand,fvg,fvg:demand:289,2400.89990234375,2397.199951171875,,2,,0,0,1,1,1
2024-04-12 17:00:00,292,E2,demand,sd,sd:demand:286,2361.699951171875,2336.1789392089845,197951.0,6,23.5,0,1,0,7,7
2024-04-12 17:00:00,292,E4,demand,ob_swing,ob_swing:demand:286,2361.699951171875,2343.10009765625,,6,,0,1,0,7,7
2024-04-12 17:00:00,292,E4,demand,ob_internal,ob_internal:demand:286,2361.699951171875,2343.10009765625,,6,,0,1,0,7,7
